         usid   latitude   longitude                 cell  earfcndl
462     84244  33.060725 -117.261331        CAL00753_7C_1      5780
463     13852  32.848625 -117.272211        CAL00451_7B_1      5780
464     16505  33.112649 -117.219348        CAL00389_7C_1      5780
465     84433  34.051410 -118.246130        CLL05685_2A_1      1975
466     84433  34.051410 -118.246130        CLL05685_2A_1      1975
467     99174  33.885849 -118.326031        CLL02621_2A_1      1975
468     99174  33.885849 -118.326031        CLL02621_2A_1      1975
469     12339  34.019056 -117.813917        CLL04282_7A_1      5780
470     85428  33.662694 -117.827250        CLL03531_7B_1      5780
471     24380  33.893611 -117.945278        CLL03098_7A_1      5780
472    100068  33.303935 -117.312876        CAL00786_7A_1      5780
473     12004  33.831360 -118.207880        CLL02676_2C_1      1975
474    102549  34.148333 -117.847889        CLL04300_7A_1      5780
475     25755  33.785220 -117.976220        CLL03256_7C_1      5780
476    118513  32.791027 -117.165582        CAL02090_7C_1      5780
477     25637  33.959583 -118.345611        CLL02442_7A_1      5780
478     83843  34.057722 -118.482528        CLL02207_7A_1      5780
479     27198  33.887092 -118.377953        CLL02612_2C_1      1975
480    100837  34.187772 -118.595411        CLL01772_7A_1      5780
481     26553  34.188111 -118.149306        CLL05026_7A_1      5780
482    103858  32.883003 -117.226090        CAL00491_7B_1      5780
483     12566  34.448951 -119.775484        CSL01425_7A_1      5780
484     16457  33.998266 -118.394763        CLL02416_7C_1      5780
485     16457  33.998266 -118.394763        CLL02416_7C_1      5780
486    117631  34.105002 -118.201752        CLL05852_7B_1      5780
487     12321  34.069361 -117.429778        CSL04480_7C_1      5780
488     12321  34.069361 -117.429778        CSL04480_7C_1      5780
489     44457  34.231083 -118.545250        CLL01913_2A_1      1975
490     44457  34.231083 -118.545250        CLL01913_2A_1      1975
491     11915  34.027222 -118.501611        CLL02235_7B_1      5780
492     46525  34.422389 -119.567583        CSL01457_7C_1      5780
493     87516  34.029306 -117.954306        CLL04255_7C_1      5780
494     14579  32.707985 -117.249022        CAL00071_7B_1      5780
495     12517  34.155639 -119.113639        CSL01515_7B_1      5780
496     43295  33.909472 -117.581889        CSL04456_7A_1      5780
497     25797  33.660194 -117.932889        CLL03443_7A_1      5780
498     12019  33.722639 -118.313861        CLL02869_7A_1      5780
499     11709  33.745386 -118.006467        CLL03304_7B_1      5780
500     84243  33.080699 -117.295623        CAL00744_7A_1      5780
501     47256  34.097619 -117.274342        CSL04111_7C_1      5780
502    100990  33.758867 -118.132347        CLL03295_7B_1      5780
503     51046  33.990972 -117.358167        CSL04495_7A_1      5780
504     12074  33.873330 -118.380720        CLL02808_7B_1      5780
505    103938  32.923380 -117.231851        CAL01613_7A_1      5780
506    103938  32.923380 -117.231851        CAL01613_7A_1      5780
507     12013  34.008028 -118.309361        CLL02449_7C_1      5780
508     24301  34.052606 -118.150908        CLL05887_7C_1      5780
509     40742  33.217561 -117.396262        CAL00129_7B_1      5780
510     24353  34.061278 -118.003278        CLL04224_7A_1      5780
511     12152  34.032083 -117.913333        CLL04267_7C_1      5780
512     81492  34.030917 -117.768306        CLL04327_7A_1      5780
513     12420  33.477917 -117.701111        CLL03881_7B_1      5780
514     24334  33.650917 -117.582472        CLL03801_7A_1      5780
515     97725  34.097747 -118.360737        CLL05614_7B_1      5780
516     48209  33.835586 -117.494217        CSL04459_7A_1      5780
517     43168  34.229750 -118.475417        CLL05232_7A_1      5780
518     84127  34.201472 -118.563056        CLL01921_7B_1      5780
519     12309  34.071833 -117.812889        CLL04288_7B_1      5780
520     11805  34.214500 -118.465472        CLL05246_7A_1      5780
521     15110  33.478583 -117.718750        CLL03880_2C_1      1975
522     47356  33.915944 -117.228528        CSL04657_7C_1      5780
523     16458  34.122667 -118.105000        CLL05841_7B_1      5780
524     51159  33.775038 -117.864175        CLL03341_7B_1      5780
525    101287  34.297298 -118.544117        CLL01893_7A_1      5780
526     13946  33.040394 -117.292512        CAL00419_7B_1      5780
527     82931  33.130633 -117.204768        CAL01344_7A_1      5780
528     50929  34.002739 -117.419444        CSL04490_7C_1      5780
529     50929  34.002739 -117.419444        CSL04490_7C_1      5780
530    101915  34.029222 -117.713278        CSL04338_7C_1      5780
531     80087  34.334852 -119.090663        CSL01493_7A_1      5780
532     12356  34.091417 -117.486539        CSL04478_7A_1      5780
533     47991  33.883700 -118.121726        CLL02652_2B_1      1975
534     51158  34.401167 -119.721806        CSL01437_7B_1      5780
535     50914  34.160361 -117.410139        CSL04096_7A_1      5780
536    100913  34.186317 -118.503603        CLL01985_7A_1      5780
537     12514  34.179556 -118.872472        CSL01654_7A_1      5780
538     48085  34.256775 -118.347167        CLL05003_7C_1      5780
539     83965  33.888000 -118.234139        CLL02637_2A_1      1975
540      9524  35.222694 -119.002472        CSL01123_7A_1      5780
541     24348  33.954917 -118.043444        CLL03030_7C_1      5780
542     12107  33.856667 -118.007194        CLL03212_7A_1      5780
543     16458  34.122667 -118.105000        CLL05841_7C_1      5780
544     80082  33.905076 -118.342557        CLL02619_2C_1      1975
545     14161  33.175005 -117.226679        CAL00400_7C_1      5780
546    103934  33.186482 -117.254757        CAL01051_7A_1      5780
547    100492  32.722005 -117.245318        CAL00302_7C_1      5780
548     48535  34.428056 -119.085000        CSL01496_7C_1      5780
549     12348  34.012389 -117.438750        CSL04488_7A_1      5780
550     24283  34.039306 -118.320361        CLL02431_7B_1      5780
551     50890  34.087839 -117.673837        CSL04310_7A_1      5780
552     25768  34.074917 -118.165139        CLL05884_7A_1      5780
553     11713  33.710444 -117.850667        CLL03667_7C_1      5780
554     11841  34.243482 -118.466623        CLL05227_7A_1      5780
555     12098  33.928306 -118.167528        CLL02645_7B_1      5780
556     12098  33.928306 -118.167528        CLL02645_7B_1      5780
557     24432  32.890005 -117.182289        CAL00520_7A_1      5780
558    132376  32.900813 -117.234665      CAL06126_7R_1_D      5780
559    100322  34.451861 -119.791306        CSL01420_7A_1      5780
560     50627  32.821015 -117.248312        CAL00777_7A_1      5780
561     50627  32.821015 -117.248312        CAL00777_7A_1      5780
562     47993  33.779167 -118.096259        CLL03281_7B_1      5780
563     85259  34.417806 -119.586750        CSL01454_7C_1      5780
564     24460  32.775005 -117.173012        CAL00522_7A_1      5780
565     26973  34.131861 -118.344167        CLL05072_7A_1      5780
566     26973  34.131861 -118.344167        CLL05072_7A_1      5780
567     26973  34.131861 -118.344167        CLL05072_7A_1      5780
568     12554  34.423814 -119.704597        CSL01440_7B_1      5780
569     47279  35.372042 -119.029000        CSL01100_7A_1      5780
570     12124  34.029778 -117.969750        CLL04252_7C_1      5780
571     15988  34.392194 -119.507667        CSL01460_7A_1      5780
572     12124  34.029778 -117.969750        CLL04252_7A_1      5780
573     12511  34.173140 -119.177284        CSL01513_7A_1      5780
574     12511  34.173140 -119.177284        CSL01513_7A_1      5780
575     47558  34.106444 -117.960194        CLL04244_7C_1      5780
576     25635  33.949811 -118.291317        CLL02469_2A_1      1975
577     25635  33.949811 -118.291317        CLL02469_2A_1      1975
578     12145  33.879528 -118.069694        CLL03203_7B_1      5780
579    118741  33.079216 -117.176008        CAL00645_7A_1      5780
580     50601  32.905477 -117.214762        CAL01634_7B_1      5780
581     12316  34.090139 -117.634417        CSL04403_7C_1      5780
582     25749  33.610389 -117.727750        CLL03835_7C_1      5780
583     25824  34.161139 -119.040833        CSL01548_7C_1      5780
584     51726  33.522111 -117.664806        CLL03847_7C_1      5780
585     12358  33.940722 -117.163472        CSL04653_7C_1      5780
586     12358  33.940722 -117.163472        CSL04653_7C_1      5780
587     11684  33.719000 -117.886917        CLL03412_7A_1      5780
588     12070  33.763575 -118.391861        CLL02897_7B_1      5780
589     24277  34.088193 -117.648244        CSL04404_7A_1      5780
590     46296  34.201551 -118.474176        CLL05252_7B_1      5780
591     24263  34.074889 -117.650611        CSL04405_7C_1      5780
592     12431  33.549983 -117.666297        CLL03852_2A_1      1975
593     26966  33.492200 -117.733700        CLL03879_7C_1      5780
594    118574  33.943029 -118.404270        CLL02386_7B_1      5780
595     11857  34.171892 -118.570175        CLL01944_2A_1      1975
596     11833  34.194160 -118.430684        CLL05255_7A_1      5780
597     39161  34.051167 -117.807639        CLL04286_7B_1      5780
598    104567  33.999444 -117.796278        CLL03054_7C_1      5780
599    104567  33.999444 -117.796278        CLL03054_7C_1      5780
600     51789  33.826583 -117.765083        CLL03629_7C_1      5780
601     48102  33.688750 -117.723722        CLL03682_7C_1      5780
602     48102  33.688750 -117.723722        CLL03682_7C_1      5780
603     26966  33.492200 -117.733700        CLL03879_7B_1      5780
604     50910  34.090503 -118.089039        CLL05870_7A_1      5780
605     36312  34.133361 -117.643694        CSL04074_7B_1      5780
606     12130  33.897070 -117.928574        CLL03095_7C_1      5780
607     36505  34.261194 -118.794806        CSL01705_7B_1      5780
608    100065  33.374255 -117.479956        CAL00789_7A_1      5780
609     15174  34.018533 -118.498349        CLL02237_7A_1      5780
610    101292  34.072944 -118.431528        CLL05520_7C_1      5780
611     51067  34.040778 -117.392361        CSL04485_7A_1      5780
612     51067  34.040778 -117.392361        CSL04485_7A_1      5780
613      9527  35.324394 -119.000623        CSL01118_7A_1      5780
614     24396  34.003861 -117.510500        CSL04470_7B_1      5780
615     51182  34.077978 -118.309453        CLL05628_7B_1      5780
616     51182  34.077978 -118.309453        CLL05628_7B_1      5780
617     11801  34.238997 -118.584556        CLL01730_7A_1      5780
618     15200  32.730844 -117.159784        CAL00013_7A_1      5780
619     79688  34.164381 -118.364000        CLL05277_2C_1      1975
620     48944  33.926111 -117.338778        CSL04682_7C_1      5780
621     12081  34.010850 -117.967528        CLL04256_7B_1      5780
622     12081  34.010850 -117.967528        CLL04256_7B_1      5780
623     12109  34.013333 -118.166417        CLL02495_7A_1      5780
624     25766  33.710944 -117.760083        CLL03659_7B_1      5780
625     36309  34.197917 -119.212444        CSL01505_7C_1      5780
626     51160  34.180556 -118.446028        CLL05262_7B_1      5780
627     11751  34.045990 -118.254930        CLL05696_7C_1      5780
628     40749  33.269894 -117.435734        CAL00347_7B_1      5780
629     51021  34.080028 -118.122806        CLL05877_7C_1      5780
630     12534  34.213778 -118.872306        CSL01648_7B_1      5780
631     12418  33.587056 -117.683389        CLL03838_7B_1      5780
632     12102  34.165694 -118.150083        CLL05807_7B_1      5780
633    118485  34.162694 -118.067556        CLL05912_7A_1      5780
634     51803  33.489750 -117.675500        CLL03933_2C_1      1975
635     26973  34.131861 -118.344167        CLL05072_7C_1      5780
636     11836  34.171528 -118.387222        CLL05274_7C_1      5780
637     48094  34.128611 -118.072278        CLL05838_7A_1      5780
638     47989  33.894065 -118.265072        CLL02635_7A_1      5780
639     27198  33.887092 -118.377953        CLL02612_7C_1      5780
640     11815  34.159493 -118.500627        CLL05293_7C_1      5780
641     25669  33.765833 -118.159611        CLL03290_7A_1      5780
642     40521  33.880639 -117.401361        CSL04546_7A_1      5780
643     51732  33.555361 -117.735944        CLL03866_7A_1      5780
644     82958  33.069172 -117.274515        CAL01024_7A_1      5780
645     12424  33.625389 -117.716583        CLL03834_2C_1      1975
646     12474  33.735167 -117.812028        CLL03652_7A_1      5780
647    102072  34.134528 -117.608417        CSL06048_7C_1      5780
648     12133  34.151436 -118.112322        CLL05815_7B_1      5780
649     11694  33.733500 -118.030583        CLL03302_7A_1      5780
650     27392  33.455000 -117.593889        CLL03893_7C_1      5780
651    118573  33.944944 -118.403361        CLL02346_7A_1      5780
652     27377  33.967222 -117.915833        CLL03023_7C_1      5780
653     93342  33.535778 -117.629861        CLL03845_7A_1      5780
654     48141  34.178333 -119.165028        CSL01516_7C_1      5780
655     48141  34.178333 -119.165028        CSL01516_7C_1      5780
656     12482  33.795444 -117.781278        CLL03641_7C_1      5780
657    119934  32.729053 -117.204825        CAL00332_7A_1      5780
658     26356  33.598222 -117.678667        CLL03831_2C_1      1975
659     87823  33.199366 -117.348512        CAL01011_7A_1      5780
660     16504  33.205616 -117.292068        CAL00142_7C_1      5780
